id;question;expected_answer;context_hint;category;difficulty;Reference_Chunks
84;Was ist das Besondere am Master Business Administration Corporate Development an der WiSo-Fakultät und welche Vorteile habe ich dadurch?;Der Master Business Administration Corporate Development vermittelt dir ein tiefgehendes Verständnis von Unternehmensentwicklung, Strategiemanagement, Unternehmertum und strategischem Human Capital Management. Du lernst Methoden, Fähigkeiten und Werkzeuge kennen, mit denen du verantwortungsvolle Unternehmensentscheidungen nach ethischen und ökonomischen Kriterien treffen kannst. Gleichzeitig trainierst du, state-of-the-art Managementpraktiken zu verstehen, Fallstudien zu bearbeiten und dabei eng mit Anwender:innen aus der Praxis zu interagieren. Das Programm kombiniert damit praktische Relevanz und akademische Stärke: Du lernst, aktuelle wissenschaftliche Erkenntnisse in die Unternehmensentwicklung zu integrieren und Forschungsergebnisse zu generieren, die für die zukünftige Entwicklung der Geschäftswelt relevant sind. Ein Profil, das dir in unterschiedlichen Funktionen und Branchen zugutekommt, insbesondere im Bereich verantwortungsvoller Führung und Governance.;https://wiso.uni-koeln.de/de/studium/master/master-business-administration/corporate-development;Studiengang spezifisch;medium;"Ihre Vorteile auf einen Blick:
tiefgreifendes Wissen der Unternehmensentwicklung, Strategiemanagement, Unternehmertum und strategischem Human Kapital Management.
Methoden, Fähigkeiten und Werkzeuge, die Sie nutzen können, um verantwortungsvolle Unternehmensentscheidungen nach ethischen und ökonomischen Kriterien zu treffen.
Fähigkeiten, die state-of-the-art Management Praktiken zu verstehen und Fallstudien zu diskutieren und mit Anwender*innen aktiv zu interagieren.
SaskiaDer Masterstudiengang in Unternehmensentwicklung ist die ideale Wahl für mich, da er mir ein tiefes Verständnis für die Konzepte der strategischen Unternehmensentwicklung ermöglicht, das mir in einer Vielzahl von Jobs und Branchen weltweit zu Gute kommen wird. Besonders gut gefallen mir die tiefen Einblicke in ethische Führungs- und Governance-Praktiken, die in der heutigen Zeit enorm an Relevanz gewinnen
Saskia, Studentin des Masters Business Administration – Corporate Development an der WiSo-Fakultät
Für dieses Programm ist es charakteristisch praktische Relevanz und akademische Stärke zu kombinieren. Daher werden Sie lernen wie neue Erkenntnisse aus wissenschaftlichen Studien in Unternehmensentwicklung integriert werden können und erlernen Fähigkeiten, um aktuelle Forschungsergebnisse zu generieren, die relevant für die zukünftige Entwicklung der Geschäftswelt sind."
85;Welche Angaben muss ich im Bewerbungsformular für die Masterarbeit im Finance Area zu meinen präferierten Themenbereichen machen?;Im Bewerbungsformular trägst du deine präferierten Themenbereiche in der Tabelle ein. Dabei gibst du für jede Zeile einen Rang, den Lehrstuhl (Department) und den jeweiligen Themenbereich (Subject area) an. Insgesamt sind bis zu sechs Präferenzen vorgesehen. Du musst mindestens einen Themenbereich von jedem Lehrstuhl auswählen.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_cf_Fragebogen_Master_FinanceArea_2024_11_12.pdf;PDF-Spezifisch;easy;"Präferierte Themenbereiche / Preferrred subject areas:
Sie müssen mindestens einen Themenbereich von jedem Lehrstuhl auswählen /
You have to select at least one subject area from each department.
Rang /
Rank
Lehrstuhl / Department: Themenbereich / Subject area
1.
2.
3.
4.
5.
6."
86;Welche Unterlagen müssen für die Bewerbung zur Masterarbeit im Bereich Finance Area eingereicht werden und wie sollen die Dateinamen lauten?;Du musst zusätzlich zum Bewerbungsformular ein aktuelles Transcript of Records einreichen. Beide Dateien, das Transcript und der Fragebogen, müssen im Dateinamen deine Matrikelnummer als Suffix enthalten.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_cf_Fragebogen_Master_FinanceArea_2024_11_12.pdf;PDF-Spezifisch;easy;"WICHTIG / IMPORTANT: Bitte reichen Sie mit der Bewerbung ein aktuelles Transcript of Records
ein! / Please submit a current transcript of records with your application!
Bitte fügen Sie Ihre Matrikelnummer als Suffix sowohl an den Namen des Transcripts als auch
an den Namen des Fragebogens an! / Please add your matriculation number as a suffix to
both the name of the transcript and the name of the questionnaire!"
87;Wie wird die Gesamtnote im Bachelor Volkswirtschaftslehre berechnet?;Die Gesamtnote im Bachelor Volkswirtschaftslehre wird als gewogenes arithmetisches Mittel aus den Noten der Studienbereiche und der Bachelorarbeit berechnet. Die Gewichtung erfolgt durch die folgenden Anteile: der Basis- und Aufbaubereich mit 90 von 168 Leistungspunkten, der Ergänzungsbereich mit 36 von 168 Leistungspunkten, der Schwerpunktbereich mit 30 von 168 Leistungspunkten sowie die Bachelorarbeit mit 12 von 168 Leistungspunkten.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_bachelor_b_mhb_po15_vwl.pdf;PDF-Spezifisch;medium;"Die Noten für die einzelnen Prüfungsleistungen werden von den jeweiligen Prüfer/inne/n festgesetzt. Die Gesamtnote der Bachelorprüfung ergibt sich aus den Noten der Teilbereiche im
Verhältnis ihrer jeweils zu erwerbenden Leistungspunkte zum Gesamtvolumen der benoteten
Prüfungsleistungen im Studiengang. Die Noten der Teilbereiche ergeben sich als Mittel der
benoteten Prüfungsleistungen entsprechend der Gewichtung, die der jeweiligen Prüfungsleistung im Verhältnis der Leistungspunkte zum Gesamtvolumen der benoteten Prüfungsleistungen des jeweiligen Teilbereichs zukommt. Sofern das Ergebnis einer Modulabschlussprüfung
aus mehreren Prüfungselementen ermittelt wird, ergibt sich die Note entsprechend einer in der
Modulbeschreibung angegebenen Gewichtung. Die Gesamtnote des Studiums wird als gewichtetes arithmetisches Mittel aus den Noten der Studienbereiche und der Note der Bachelorarbeit gebildet. Im Studiengang Volkswirtschaftslehre gehen die Noten mit folgender Gewichtung in die Gesamtnote ein:
a) Note Basis- und Aufbaubereich: 90 von 168 LP
b) Note Ergänzungsbereich: 36 von 168 LP
c) Note Schwerpunktbereich: 30 von 168 LP
d) Note Bachelorarbeit: 12 von 168 LP."
88;Was ist die Fehlversuchsregelung für die Modulprüfungen im VWL-Bachelor, wie viele Prüfungsversuche gibt es und unter welchen Bedingungen sind zusätzliche Versuche möglich?;Im VWL-Bachelor gibt es für jede Modulprüfung grundsätzlich drei reguläre Versuche, die sogenannte Drei-Versuchsregelung. Zusätzlich stehen drei weitere Prüfungsversuche zur Verfügung. Wenn du mindestens 140 Leistungspunkte erworben hast, kannst du einen weiteren zusätzlichen Versuch nutzen. Wenn du eine Prüfungsleistung nach Ausschöpfen aller Versuche nicht bestehst, gilt das Studium als endgültig nicht bestanden. Weitere Versuche sind nur möglich, wenn keiner der ersten drei Versuche aufgrund von Täuschung oder Ordnungsverstoß als nicht bestanden gilt. Wenn eine Modulprüfung aus mehreren Prüfungselementen besteht, müssen alle Teilprüfungen mit mindestens „ausreichend (4,0)“ bestanden werden, wobei mit „mangelhaft (5,0)“ bewertete Prüfungen wiederholt werden müssen, bestandene Prüfungen jedoch nicht.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_bachelor_b_mhb_po15_vwl.pdf;PDF-Spezifisch;medium;"Nicht bestandene Modulprüfungen können wiederholt werden, hier findet die Drei-Versuchsregelung Anwendung, d.h. die Anzahl der Prüfungsversuche pro Modul ist auf drei begrenzt.
Zudem gibt es für das gesamte Studium drei zusätzliche Prüfungsversuche. Darüber hinaus
erhalten Studierende, die mindestens 140 Leistungspunkte erworben haben, einen weiteren
zusätzlichen Prüfungsversuch. Ist eine Prüfungsleistung nach Ausschöpfung der drei zusätzlichen Prüfungsversuche sowie ggf. des Weiteren Prüfungsversuchs nicht bestanden, ist das
Studium endgültig nicht bestanden. Zusätzliche Prüfungsversuche über die grundsätzlichen
drei Versuche hinaus können allerdings nur dann genutzt werden, wenn keiner der ersten drei
Prüfungsversuche aufgrund einer Täuschung oder eines Ordnungsverstoßes nicht bestanden
wurde. Nach dreimaligem Nichtbestehen einer Modulprüfung erhält die Prüfungskandidatin
bzw. der Prüfungskandidat eine schriftliche Mitteilung, die über die zur Verfügung stehenden
Optionen informiert. Wir empfehlen allen Studierenden, vor der Inanspruchnahme des zusätzlichen Versuchs nach dreimaligem Nichtbestehen eine Studienberatung beim WiSo-Studienberatungszentrum in Anspruch zu nehmen.
Besteht eine Modulprüfung aus mehreren Prüfungselementen, müssen alle Prüfungselemente
mit „bestanden“ beziehungsweise mit mindestens „ausreichend (4,0)“ bewertet sein. Alle mit
„mangelhaft (5,0)“ beziehungsweise „nicht bestanden“ bewerteten Prüfungselemente der Modulprüfung müssen wiederholt werden.gültig für Studierende der PO 2015 (Einschreibung erfolgte letztmalig zum SoSe 2021)
MODULHANDBUCH - VOLKSWIRTSCHAFTSLEHRE - BACHELOR OF SCIENCE
13
Die Wiederholung bestandener Modulprüfungen ist nicht möglich.
Eine nicht bestandene Bachelorarbeit kann einmal mit einem neuen Thema wiederholt werden. Die Meldung zum zweiten Versuch muss nach Bekanntgabe des Ergebnisses des ersten
Versuchs erfolgen."
89;Wie groß ist der Bachelor Wirtschaftsinformatik an der Uni Köln ungefähr, und seit wann gibt es den Studiengang?;Im Bachelor Wirtschaftsinformatik starten jährlich rund 100 Studierende. Der Studiengang besteht bereits seit 2008 und ist sehr erfolgreich, mit mehr als 1.100 Bewerbungen pro Jahr.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_bachelor_Bachelor_Begruessung_Praesentationen_Meet_your_AD_Winfo.pdf;PDF-Spezifisch;easy;"B.Sc. Wirtschaftsinformatik
- 100 Studierende pro Jahr
- 5 Senior Faculty (Professoren) + Kooperation mit Informatik (Ma.-Nat.-Fakultät) + BWL & VWL
- 4 Adjunct-Faculty / Junior-Faculty / Post-Docs / Visiting Lecturers
- 12 Wissenschaftliche Mitarbeiter und Mitarbeiterinnen
- Seit 2008 sehr erfolgreiches WI-Bachelor-Programm (mehr als 1.100 Bewerber und Bewerberinnen pro Jahr)
• M.Sc. Information Systems (42 Plätze)
• M.Sc. Business Analytics and Econometrics (42 Plätze)
• M.Sc. Informatik & B.Sc. Informatik
- Mat.-Nat.-Fakultät
- Falls Interesse: Voraussetzungen frühzeitig beachten!"
90;Was sind die besonderen Merkmale der Wirtschaftsinformatik an der Universität zu Köln in Bezug auf Forschung, Lehre und Praxisbezug?;Die Wirtschaftsinformatik an der Universität zu Köln wird laut dem AIS-Ranking 2024 als forschungsstärkstes IS-Department in Deutschland ausgezeichnet. Im WirtschaftsWoche-Hochschulranking 2024 erreicht die Uni einen Spitzenplatz in der Lehre unter den nicht-technischen Universitäten. Das Fachgebiet bietet ein breites Spektrum, das Themen wie Systementwicklung, digitale Innovation und Transformation sowie Analytics umfasst. Es gibt eine enge Zusammenarbeit mit der Informatik und der Wirtschaft, was den Praxisbezug fördert. Ein Beispiel für diese Praxisorientierung ist das Capstone Project. Zusätzlich wird das Lernen durch kleinere Tutorien in den Basismodulen unterstützt, um interaktives Lernen zu fördern.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_bachelor_Bachelor_Begruessung_Praesentationen_Meet_your_AD_Winfo.pdf;PDF-Spezifisch;medium;"Unterscheidungsmerkmale
• Forschungsstärkstes IS-Department in
Deutschland (1. Platz nach AIS-Ranking 2024,
https://www.aisresearchrankings.org/)
• Exzellente Lehre (4. Platz in Deutschland als
einzige Nicht-TU nach WiWoHochschulranking 2024,
https://www.wiwo.de/erfolg/hochschule/hochsc
hulranking-2024-das-sind-die-besten-unisfuer-ihre-karriere/29845548.html)
• Breites Spektrum an Themen (Entwicklung,
Innovation, Transformation, Management,
Analytics, ...) und
Wirtschaftsinformatik an der Universität zu Köln
• Große und ausgezeichnete Fakultät
(verschiedene Nebenfächer in BWL)
• Enge Zusammenarbeit mit der Informatik
(Mat.-Nat.-Fakultät)
• Enge Zusammenarbeit mit der Praxis (u.a.
Capstone Project)
• Interaktive Lernumgebung mit kleineren
Tutorien in den Basismodulen"
91;Ich studiere bzw. plane den M.Sc. International Management (CEMS) in Köln. Wie unterscheiden sich das reguläre MIM-Programm und das CEMS-Curriculum konkret im Aufbau und bei den Anforderungen?;Im regulären MIM-Programm erwirbst du insgesamt 120 ECTS. Diese verteilen sich auf den Core-Bereich International Management, den Spezialisierungsbereich Applied International Management, einen zusätzlichen Bereich in Business oder Economics (inklusive Auslandssemester) sowie die Masterarbeit mit 15 ECTS. Es gibt keine verpflichtenden Praktika, keine zusätzlichen Sprachauflagen und keine gesonderten formalen Vorgaben zur ECTS-Verteilung innerhalb der Regelstudienzeit. Das CEMS Curriculum umfasst 66 ECTS (ohne Masterarbeit) und besteht aus Core Courses und Electives (min. 45 ECTS, inklusive Hard Skills), einem Business Project mit 15 ECTS und Seminaren (6 ECTS). Zusätzlich sind ein internationales Praktikum und der Nachweis einer dritten CEMS-Sprache verpflichtend.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_master_Master_Welcome_MIM.pdf;PDF-Spezifisch;hard;"• 120 ECTS in total
• No internship & language requirement
• No further requirements regarding ECTS & time
MIM Programme vs. CEMS Curriculum
• 66 ECTS in total
• No master thesis
• CEMS requirements (min. ECTS, timing…)
Seminars
(6 ECTS)
Business Project
(15 ECTS)
Core Courses &
Electives
(min. 45 ECTS incl. 5
ECTS in Hard Skills)
International Internship CEMS Language 3"
92;Welche Optionen habe ich, um den Nachweis für Language 3 im CEMS-Programm zu erbringen, und was muss ich bei der Wahl eines kommerziellen Sprachkurses beachten?;Für den Nachweis von Language 3 im CEMS-Programm gibt es verschiedene Möglichkeiten: Du kannst einen Sprachkurs bei einem anerkannten Kulturinstitut besuchen, einen Sprachkurs an deiner CEMS-Partneruniversität belegen, eine anerkannte externe Sprachprüfung ablegen oder ein bereits vorhandenes Zertifikat verwenden. Du kannst auch eine zweite Muttersprache deklarieren oder als internationale:r Studierende:r einen Deutschkurs an der Universität zu Köln einbringen. Wenn du einen kommerziellen Sprachkurs wählst, muss dieser mindestens auf Niveau A1 starten und mindestens 60 Präsenzstunden sowie insgesamt 90 Arbeitsstunden umfassen. Wenn eine Abschlussprüfung angeboten wird, musst du diese bestehen. Die Gültigkeit des Sprachnachweises richtet sich nach dem Niveau: A1–B1 dürfen höchstens zwei Jahre vor Beginn des CEMS-Jahres erworben worden sein, B2 ist bis zu fünf Jahre gültig, C1 und C2 sind unbegrenzt gültig. Zwei aufeinanderfolgende Kurse desselben Instituts können zusammen die Anforderungen erfüllen, wenn sie innerhalb eines Jahres belegt wurden.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_master_Master_Welcome_MIM.pdf;PDF-Spezifisch;hard;"How can I fulfill my Language 3 requirement?
You have these 5 options:
1. Take a commercial language course at an accredited
cultural institute
2. Take a language course at your CEMS Host University
during your term abroad
3. Take an accredited commercial exam or hand in a
certificate, if you have already done one.
4. Declare a second Mother Tongue
5. If you are an international student take a german
language course at the University of Cologne
2nd Mother
Tongue
German
Term abroad
Commercial
Exam
Language
CourseUniversity of Cologne | Faculty of Management, Economics and Social Sciences Today’s ideas. Tomorrow’s impact. 27
Option 1: Commercial language course
Requirements
» Min. elementary level (min. A1)
» Min. 60 contact (class) hours, min. 90 working hours (workload)
» If there is an exam, pass the exam at the end of course
» A1, A2, B1 validity: max. 2 years before the start of the CEMS year; B2
validity: max. 5 years before the start of the CEMS year;
C2/C1 validity: forever
» Find here the list of Cultural Institutes accredited for CEMS
» In Cologne you find:
» Institut Franҫais
» Istituto Italiano di Cultura
» Japan Foundation
» VHS Cologne (only the spanish course „Crashkurs für Studierende“ is
accepted!)
→ Please note that in some cases, only a combination of 2 courses (same
language) fulfils the minimum requirements, if the courses are taken consecutively
(same institute, within 1 year)"
93;Welche fachlichen ECTS-Voraussetzungen muss ich für eine Bewerbung im Master Economics erfüllen?;Für den Master Economics musst du fachliche ECTS in den Bereichen Volkswirtschaftslehre (mindestens 30 ECTS) und Statistik/Mathematik (mindestens 15 ECTS) nachweisen. Reine Software-Anwendungskurse zählen nicht. Alternativ kannst du auch mindestens 40 ECTS im Bereich Mathematik nachweisen.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_master_Masterbewerbung_Subject_related_Admission_criteria_Eco.pdf;PDF-Spezifisch;medium;"At least 30 ECTS in the field of Economics AND
• At least 15 ECTS in Statistics/Mathematics: pure (software) application competences are not accepted
Or
• at least 40 ECTS in the field of Mathematics"
94;Werden reine Software-Anwendungskurse (z. B. R, SPSS oder Python ohne mathematischen Inhalt) für die Statistik-/Mathematik-ECTS anerkannt?;Nein. Reine Software-Anwendungskurse ohne inhaltlichen Statistik- oder Mathematikschwerpunkt werden nicht für die geforderten ECTS in Statistik/Mathematik anerkannt. Für die Anrechnung müssen die Veranstaltungen einen klaren mathematischen oder statistischen Inhalt haben.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_master_Masterbewerbung_Subject_related_Admission_criteria_Eco.pdf;PDF-Spezifisch;easy;"Accepted modules Modules not accepted
Analysis Applied Software Courses
Descriptive Statistics Empirical Social Research
Econometrics Engineering
Economic Statistics Informatics
Inferential Statistics Information Systems
Linear Algebra Qualitative Methods
Mathematical Methods Scientific work
Operations Research Survey Research
Probability Calculus"
95;Welche sprachlichen und fachlichen Voraussetzungen brauche ich für eine Bewerbung im Bachelorstudiengang Gesundheitsökonomie – Management, Ökonomie & Medizin an der WiSo-Fakultät?;Für den Bachelorstudiengang Gesundheitsökonomie – Management, Ökonomie & Medizin musst du einen Nachweis über Englischkenntnisse auf dem Niveau B2 des Gemeinsamen Europäischen Referenzrahmens für Sprachen erbringen. Zusätzlich sind gute mathematische und analytische Fähigkeiten, abstraktes und konzeptionelles Denken, eine gute sprachliche Ausdrucksfähigkeit in Deutsch und Englisch, eigenständiges, ziel- und ergebnisorientiertes Arbeiten sowie ein ausgeprägtes Interesse an wirtschaftlichen Fragestellungen erforderlich.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_Modulhandbuecher_Bachelor_MHB_aktuelles_Studienjahr_b_mhb_po2021_gesoek.pdf;PDF-Spezifisch;easy;"1.2 Voraussetzungen
Studienbewerber:innen im Studiengang Gesundheitsökonomie müssen einen Nachweis über
Kenntnisse der englischen Sprache auf dem Niveau B2 des Gemeinsamen Europäischen
Referenzrahmens für Sprachen erbringen. Die folgenden fachlichen, methodischen und
persönlichen Stärken und Neigungen sollten Studierende für ein erfolgreiches
Bachelorstudium mitbringen:
• Gute mathematische und analytische Fähigkeiten,
• Abstraktes und konzeptionelles Denken,
• Gute sprachliche Ausdrucksfähigkeit in Deutsch und Englisch,
• Eigenständige, ziel- und ergebnisorientierte Arbeit,
• Ausgeprägtes Interesse an wirtschaftlichen Fragestellungen."
96;Wie ist der Bachelorstudiengang Gesundheitsökonomie – Management, Ökonomie & Medizin inhaltlich aufgebaut?;Der Bachelorstudiengang umfasst 180 Leistungspunkte und ist auf sechs Semester ausgelegt. Er setzt sich aus vier Bereichen zusammen: Im Basis- und Aufbaubereich (102 LP) belegst du verpflichtende Module in Betriebswirtschaftslehre, Volkswirtschaftslehre, Gesundheitsökonomie und Medizin. Im Ergänzungsbereich (24 LP) erwirbst du je 12 LP in Methoden und Wirtschaftswissenschaften. Der Schwerpunktbereich umfasst 30 LP, davon 12 LP aus zwei gewählten Seminaren und 18 LP aus weiteren gesundheitsökonomischen Modulen. Die Bachelorarbeit (12 LP) und das Studium Integrale (12 LP) sind ebenfalls Bestandteil des Studiengangs.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_Modulhandbuecher_Bachelor_MHB_aktuelles_Studienjahr_b_mhb_po2021_gesoek.pdf;PDF-Spezifisch;medium;"1.3 Studienaufbau und -abfolge
Der Bachelorstudiengang Gesundheitsökonomie umfasst 180 Leistungspunkte, ist auf eine
Regelstudienzeit von sechs Semestern ausgelegt und setzt sich aus den folgenden vier
Bereichen zusammen.
Der Basis- und Aufbaubereich (102 LP) besteht aus grundlegenden betriebswirtschaftlichen,
volkswirtschaftlichen, gesundheitsökonomischen und medizinischen Modulen, die alle
verpflichtend sind. Im Ergänzungsbereich (24 LP) sind zusätzliche Module aus
Wirtschaftswissenschaften und Methoden verankert. Es sind dort jeweils 12 LP in Methoden
und Wirtschaftswissenschaften zu erbringen. Der Schwerpunktbereich mit 30 LP beinhaltet
vier Seminare, aus denen zwei gewählt werden können (12 LP). Zusätzlich sind dort weitere
gesundheitsökonomische Module verortet, in denen insgesamt 18 LP erbracht werdenGültig für Studierende der PO 2021 (Einschreibung ab WiSe 2021/22)
MODULHANDBUCH – GESUNDHEITSÖKONOMIE – BACHELOR OF SCIENCE
8
müssen. Die obligatorische Thesis (12 LP) und das fakultätsübergreifende Studium Integrale
(SI, 12 LP) stellen die letzten Bereiche dar"
97;Was sind die Lerninhalte und die Prüfungsmodalitäten des Moduls „SuM Seminar Economics“ im Masterstudiengang Economics?;Im Modul „SuM Seminar Economics“ wirst du eigenständig an einem Thema aus der Mikro- oder Makroökonomik, der Energie- und Klimapolitik oder der Ökonometrie und Statistik arbeiten. Du recherchierst relevante wissenschaftliche Literatur, verfasst eine wissenschaftliche Arbeit mit einem eigenen Beitrag und präsentierst deine Ergebnisse. Die Prüfungsleistung setzt sich aus einer Präsentation und einer schriftlichen Arbeit zusammen.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_Modulhandbuecher_Master_MHB_aktuelles_Studienjahr_m_module_catalogue_economics_po2021.pdf;PDF-Spezifisch;hard;"Module Content
Independent work on a current topic in micro, macro, energy and climate change, or econometrics
and statistics
3 Learning Objectives
Students...
... collect, systematize and synthesize independently literature on selected scientific questions.
... write an academic paper on a selected topic and achieve thereby their own scientific contribution.
... present scientific results in a way that is appropriate for the target audience.
... know and understand the relevant methods and theories for the points mentioned above under
""Module content"".
4 Teaching and Learning Methods
seminar
5 Module Entry Requirements
Recommendation: Knowledge from core modules
6 Mode of End-Of-Module Examination
Combined examination: presentation with written paper"
98;Was umfasst das Modul „Studies Abroad in Economics III“ im M.Sc. Economics und wie funktioniert die Anerkennung der im Ausland erbrachten Leistungen?;Im Modul „Studies Abroad in Economics III“ werden Leistungen aus einem Auslandsstudium im Bereich Economics mit 6 ECTS anerkannt. Du belegst an einer ausländischen Hochschule volkswirtschaftliche Veranstaltungen auf Master-Niveau, die entweder das reguläre Modulangebot ergänzen oder das Profil inhaltlich vertiefen. Die Anerkennung erfolgt über das WiSo Credit Transfer Centre (WiSo Anrechnungszentrum), wo du einen Antrag stellen musst. Weitere Informationen zu Fristen und Ablauf erhältst du dort.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_Modulhandbuecher_Master_MHB_aktuelles_Studienjahr_m_module_catalogue_economics_po2021.pdf;PDF-Spezifisch;hard;"Studies Abroad in Economics III
Module Code
1014MSSAE3
Workload
180h
ECTS Credits
6
Module
Language
selected language
Module
Availability
every term
Duration
1 Term
1 Courses Contact
Hours
Self-Studies
Course Language
2 Module Content
Topics from the subjects: Economics.
3 Learning Objectives
Students...
... The students…
… acquire the knowledge and skills from the areas named in the module content which is equivalent
to level 7 of the German Qualifications Framework for Lifelong Learning (Graduate Courses) and
which extend beyond the curriculum of the relevant master programme and impart additional foundation knowledge (from subjects outside the relevant programme’s curriculum); deepen attained
knowledge and skills which contribute towards the specialisation or content-specific individualisation
of studies.
...
... Through completing examinations at a university abroad, students widen their knowledge and skills within the subject areas named above that go beyond the module structure of the curriculum of
their study programme. Content studied within a module abroad can only be credited once within
one of the Studies Abroad modules."
99;Welche Voraussetzungen muss ich laut Modulhandbuch (PO 2015) erfüllen, um den Masterstudiengang Sociology and Social Research an der Universität zu Köln studieren zu können?;Für den Master Sociology and Social Research benötigst du ein abgeschlossenes Bachelorstudium der Wirtschafts- und Sozialwissenschaften mit einer Abschlussnote von mindestens 2,7. Außerdem musst du die fachlichen Anforderungen des Zulassungsausschusses für Masterstudiengänge an der WiSo-Fakultät erfüllen. Zusätzlich werden zum Studienbeginn Englischkenntnisse auf dem Niveau B2 des Gemeinsamen Europäischen Referenzrahmens vorausgesetzt. Quelle: Modulhandbuch „Sociology and Social Research“, M.Sc., PO 2015.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_Modulhandbuecher_Studienjahr_22-23_MHB_PO2015_m_mhb_po2015_soc.pdf;PDF-Spezifisch;medium;"1.2 Voraussetzungen
Voraussetzung für das Studium des Master Sociology and Social Research ist ein
abgeschlossenes Bachelorstudium der Wirtschafts- und Sozialwissenschaften, welches mit
einer Abschlussnote von 2,7 abgeschlossen sein muss und in dem die fachlichenGültig für Studierende der PO 2015 (Einschreibung erfolgte letztmalig zum WiSe 2020/21)
MODULHANDBUCH – SOCIOLOGY AND SOCIAL RESEARCH – MASTER OF SCIENCE
2
Anforderungen erfüllt sein müssen (genauere Informationen gibt der Zulassungsausschuss für
Masterstudiengänge an der WiSo-Fakultät).
Des Weiteren werden bei Studienbeginn Englischkenntnisse auf dem Niveau B2 nach dem
gemeinsamen europäischen Referenzrahmen vorausgesetzt."
100;Wie ist der Masterstudiengang Sociology and Social Research in Köln aufgebaut und wie viele Leistungspunkte entfallen auf die einzelnen Bereiche?;Der Masterstudiengang Sociology and Social Research umfasst 120 Leistungspunkte und ist auf vier Semester ausgelegt. Der Studiengang gliedert sich in vier Bereiche: Im Basis- und Aufbaubereich werden 27 LP in grundlegenden Modulen der Soziologie und Sozialforschung erlangt. Der Schwerpunktbereich umfasst 39 LP in spezialisierten soziologischen Modulen, inklusive eines verpflichtenden Forschungsseminars. Der Ergänzungsbereich besteht aus 24 LP, die in angrenzenden Sozialwissenschaften, Sozialpsychologie und Wirtschaftsgeographie erworben werden. Abgeschlossen wird der Studiengang mit der Masterarbeit, die 30 LP umfasst.;file://D:/Uni-Köln/Masterarbeit/Software/uzk-masterarbeit/data/pdf_cache/__wiso.uni-koeln.de_sites_fakultaet_dokumente_downloads_Modulhandbuecher_Studienjahr_22-23_MHB_PO2015_m_mhb_po2015_soc.pdf;PDF-Spezifisch;medium;"1.3 Studienaufbau und -abfolge
Der Masterstudiengang Sociology and Social Research umfasst 120 Leistungspunkte, ist auf
eine Regelstudienzeit von vier Semestern ausgelegt und setzt sich aus den folgenden vier
Bereichen zusammen:
Der Basis- und Aufbaubereich mit 27 LP besteht aus drei grundlegenden Modulen aus dem
Bereich Soziologie, insbesondere der Methoden. Im Ergänzungsbereich mit 24 LP sind
ergänzende Module der Interdisziplinären Sozialwissenschaften, der Sozialpsychologie und
der Wirtschaftsgeographie verankert. Aus diesen Ergänzungsmodulen können zwei Module
ausgewählt werden. Der Schwerpunktbereich mit 39 LP setzt sich aus den
Schwerpunktmodulen aus dem Bereich Soziologie und dem Forschungsseminar, welches
verpflichtend ist, zusammen. Den Abschluss bildet die Thesis mit 30 LP"
